0.31059	0.10617	0.38110	0.82972	0.39589	0.13047	0.00000	0.00000	-0.01458	-0.19994	1.52149	0.00000	0.44558	1.42323	0.25430	-0.05129	1.56616	-0.33120	0.77576	-0.15074	0.67842	-0.24040	0.10932	0.85835	-0.07874	0.50449	0.00000	1.55042	-0.36306	1.68798	0.00000	0.00000	1.67136	3.14984	0.48297	-0.48673	0.23241	-0.27890	0.01023	-0.25542	0.93654	0.73262	0.12319	1.21241	2.07340	1.97561	0.61646	0.38188	0.16670	1.25803	0.99090	-0.08360	0.83179	0.30854	-0.11639	0.04672	0.43432	0.11782	0.30400	0.98564	1.27165	-0.33184	-1.00007	0.45466	0.46247	0.70538	-1.10956	-0.50470	0.05669	-2.02679	-0.55696	0.41935	-0.16065	-1.00506	-1.82263	-1.57788	-0.98837	0.00000	-0.59343	0.37879	-0.70097	-0.61904	0.22484	-1.64076	0.51683	-0.21368	0.81319	0.66029	-0.52655	-0.39452	0.00000	0.00000	-1.00587	-0.01868	-1.18037	-1.15126	-0.18480	-0.36304	-1.22988	-6.04448
0.34023	0.03462	1.09449	0.94531	0.66288	-0.27702	1.08100	-0.14895	0.27543	0.74245	0.79771	0.00000	-0.64975	0.00000	0.58187	0.68223	1.06373	1.04249	0.27814	-0.32782	0.80473	0.29629	-0.43558	1.69990	-0.11750	0.85613	0.27019	0.26645	0.54044	0.87319	0.09154	1.48299	1.02319	1.14012	0.29497	0.82292	-0.73277	2.86132	1.03586	0.37919	2.64710	0.10289	1.92966	-0.83810	0.95086	0.33480	2.66940	0.45058	-0.13140	0.44276	0.59919	1.70772	1.04194	0.00357	1.04238	-0.16398	0.45813	1.87036	-0.90564	1.95400	1.05224	-0.21908	-0.20192	1.96417	0.08926	-0.30031	0.45951	-1.73010	-0.93364	-0.55901	-0.08937	0.27161	-1.42870	0.00000	-0.13441	-0.54997	0.02500	-1.85845	-0.16661	-0.31956	-0.63487	-0.86819	-0.45669	0.51160	-1.55023	-0.31943	0.11014	-1.01736	-0.68061	0.00000	-0.46632	-0.59149	0.21108	1.02858	0.22033	0.00000	0.31186	-0.87128	-0.08117	-3.60021
0.64251	0.71027	-0.00787	0.25619	0.25258	0.55224	-0.17315	0.00000	0.91847	0.50024	0.66224	-0.37549	-0.09390	0.11692	1.18290	-0.26588	0.39423	1.19412	-0.71806	0.77203	0.69898	0.11561	0.67277	-0.33560	0.39921	0.16175	-0.35002	0.31769	0.32815	-1.34728	-0.63215	0.09656	1.22623	-0.12052	0.66110	1.53308	1.27400	0.44703	1.21563	2.37317	1.79988	0.74351	2.09921	0.45505	1.40838	-0.79568	0.89617	0.56852	-0.24053	0.79056	1.01862	1.39392	0.00000	0.29035	0.25081	0.49354	-0.89705	-0.02139	-0.02541	0.03417	0.47341	-0.10289	0.00000	0.50281	-0.04893	-1.53800	-0.17788	0.35393	1.17746	-0.06941	-0.41059	-0.33425	0.82428	0.05410	-0.87322	-0.42370	-0.25000	-0.32984	0.06552	-1.08786	0.35852	0.41179	-1.16140	-1.43779	0.06155	0.00000	-0.13044	0.17282	-0.48099	-0.42430	0.20902	-1.75545	-0.29125	-0.01855	0.33261	-0.16601	-1.34852	0.00000	-0.50325	-8.52157
0.96589	0.00000	0.49258	0.00000	0.00000	0.10907	0.17593	-0.07755	1.08597	1.36784	-0.15264	0.86245	0.16536	0.00000	-0.16943	0.11551	0.25351	0.43256	0.50695	0.47348	0.44006	1.65914	-0.67219	1.23304	0.28902	0.01661	1.00515	1.36148	-0.70247	0.55592	1.30391	1.67663	-0.28916	-0.60875	0.83391	1.03099	0.92805	0.83388	-0.52067	-1.07870	0.33925	0.42833	-0.65209	1.04686	-0.40180	0.02231	0.26246	1.30300	-0.11229	-0.47206	0.89492	-0.93482	0.32217	0.28499	-0.91201	0.35291	-2.08485	0.93748	-0.26431	-0.09603	0.70156	-0.25140	2.18737	-1.57973	1.44642	-0.33675	-1.00375	-0.28517	-0.39515	0.86078	-2.42852	-0.44398	0.49250	0.07015	-0.80247	-0.05166	-1.47232	-0.20502	-0.16108	0.77424	-0.60062	0.97522	-1.13334	0.00000	0.18232	-0.88272	0.65453	0.17961	-1.13663	-0.79332	-0.07834	0.64714	0.22347	-0.46184	0.56294	-0.75722	0.06595	0.00000	-0.16415	-5.15006
0.20084	0.30140	-0.14636	0.43566	0.00000	0.96360	0.00000	0.31098	0.79189	1.04629	-0.10837	-0.13648	1.59156	0.31099	0.41163	0.67881	0.46108	1.44595	0.07970	0.46702	0.42031	0.34507	1.27260	0.13776	0.81599	0.88568	0.50138	0.96167	0.00000	-0.17140	-0.48156	-0.31123	1.87960	0.11594	-1.17519	1.90666	0.32851	-1.63817	-1.32434	-0.54789	0.00000	1.05431	1.70546	0.01181	-0.32762	-0.31162	0.46193	-0.14142	1.37708	0.44479	-0.03132	0.77839	0.55902	-0.04850	-0.34959	0.65034	-0.64841	-2.03140	-0.16438	0.36968	0.25692	0.85683	0.82275	0.19113	-1.78109	-1.02019	0.68864	0.97686	-0.58295	0.44417	-0.82547	-0.42845	0.17554	0.84215	-1.84856	-0.21003	-0.26033	-1.90531	-0.48211	-1.16213	-0.90439	-0.64873	-0.03351	-0.80413	0.38359	-0.88946	0.37588	-0.19780	-0.70730	-0.06809	-0.69913	-0.22852	0.13430	0.00000	0.40691	-0.13797	-0.02283	0.17293	-0.23673	-0.01919
0.58900	0.30075	0.19272	-0.55199	-0.79260	0.89972	1.01444	0.00000	0.81047	-0.01025	0.00000	0.84638	0.71695	0.76436	0.24624	0.22853	-0.48814	0.00000	0.24747	0.84153	0.72500	0.81728	1.85321	0.06917	0.41122	2.47681	0.37412	0.42147	0.59100	1.61406	0.33514	3.29419	0.45378	1.42877	0.91985	1.36184	-0.12020	0.24977	0.07120	0.32905	1.49908	0.11467	0.56674	-0.32491	-0.03330	0.55111	-0.91909	2.20040	-0.16798	-0.06431	0.65270	0.00000	0.27671	0.69779	0.65619	0.48878	-0.12993	0.99708	1.05786	-0.40335	-0.26509	0.32470	-0.49032	1.31274	-0.14523	1.31295	-0.86705	0.74286	0.03772	-0.75564	-0.71759	0.13407	-0.88991	-1.71697	0.29335	0.33535	-0.25638	0.00000	0.90806	-0.56224	-0.35808	-0.40856	1.87783	0.41967	-0.85422	-0.41521	-2.07620	0.18847	-0.10840	-0.77743	0.06920	0.00000	-0.41462	-1.45213	-0.24331	-0.61266	0.01804	-1.03582	-0.13418	-7.52007
0.00000	1.07028	-0.83884	1.04869	0.18863	0.58483	-0.33853	1.75206	-0.31910	0.20645	0.73095	0.85527	0.00000	-0.13949	-2.20889	1.49697	0.41003	-0.06760	-0.15436	0.33453	-1.02397	0.47696	1.96691	-0.51536	0.23424	1.94885	0.44992	1.30329	0.30842	-0.38510	0.82026	0.69474	0.87336	1.98903	1.85744	0.49121	1.03448	1.33024	-0.08207	3.84770	0.98508	2.04896	1.02405	-0.37288	1.27161	-0.16619	-0.53870	-0.63276	-0.48231	-0.13972	-1.02002	-0.38810	0.39985	1.75476	0.68451	1.39761	0.44374	0.49582	0.66884	0.45472	-0.73768	-1.07902	-0.24256	0.40811	-0.64289	0.94123	0.05955	-0.25782	0.32652	0.03059	0.42338	-0.42863	0.43200	-0.88062	1.10222	0.33519	0.02232	0.16115	0.57822	0.00000	-1.85651	-0.19903	-0.73227	1.02544	-0.03496	0.37651	0.53938	-0.99553	0.81531	-1.45785	-1.09199	0.00000	0.00000	-0.30315	0.00000	0.08412	0.05440	-0.70334	-0.46942	-3.08713
0.44639	0.80476	-0.01482	0.34183	0.00000	-0.14461	0.00000	0.09963	1.82586	0.04387	-0.23491	-0.63331	0.19778	0.69687	0.43996	1.86942	0.00000	1.19380	0.00000	0.68668	0.73464	1.11300	0.02774	0.00000	0.91588	-0.45285	2.18502	2.07176	0.22461	1.32838	1.74198	1.07900	1.88684	0.76707	-0.49349	0.73241	0.83873	-0.14703	0.92584	0.05221	-0.50370	0.51009	0.33908	0.51378	0.50536	-1.95843	-0.14493	0.70589	1.47041	-0.00621	1.19537	-0.82467	0.62564	0.59706	-0.13813	0.36242	-1.43694	0.64050	1.25209	-0.34627	0.34374	-0.17081	-0.67660	-0.34948	0.00000	0.06844	-0.00719	0.00000	1.22567	0.89492	-0.72985	-1.75904	-1.22101	-1.55993	1.52879	-1.46324	-0.55465	-0.80991	-0.70067	0.25391	-0.27061	-0.37142	-1.02415	-0.19277	-0.29818	0.26051	0.00000	-0.70147	0.00000	-0.58135	0.11167	-1.02849	0.00000	-1.09306	0.10412	-0.65090	0.70444	-0.18969	0.70583	-3.89555
0.38117	0.00000	0.21319	0.55273	0.10749	1.14644	0.05623	0.94792	0.00000	0.65694	0.97737	0.34477	0.84763	1.14398	1.70873	-0.03570	0.56198	-0.36593	0.60226	0.74734	0.06111	0.45825	0.86945	2.05284	-0.53839	0.38974	0.33068	2.08149	0.60848	1.56960	-0.31741	-0.68315	1.51333	0.83444	0.16998	1.09482	1.76728	1.68008	1.65223	1.87560	-0.26345	1.51821	1.11511	0.31525	1.99702	0.05134	-0.85624	1.16642	1.86579	-0.77842	0.93388	1.92383	0.89608	0.20198	1.25758	1.31486	0.70077	0.28180	1.68895	-0.15426	0.75975	-0.33596	1.48291	0.64647	-0.51720	-0.66087	0.87014	-2.03973	-0.36777	1.23815	-0.40963	0.81766	-0.38277	0.58867	1.05818	-0.74936	0.17180	0.37211	0.43148	-0.86550	-1.48575	-0.95405	0.04447	-0.65326	-0.07788	0.73567	-0.09344	-0.02771	0.00000	-0.46610	0.12142	-0.29316	0.09986	1.79264	1.29186	-0.12533	-1.00878	0.04301	-1.15539	-4.49777
0.83361	-0.37008	0.38444	1.02892	0.83847	-0.15514	0.50364	0.00000	-0.72516	-0.35406	0.13457	0.12337	1.34290	-0.21097	0.00000	0.00000	1.14368	-0.06124	1.34592	0.00000	-0.03624	1.62841	-0.84645	0.88170	1.08170	0.29078	0.52510	0.23141	0.38425	1.47110	2.68661	-0.88432	0.76311	0.52625	1.51343	2.87231	0.00000	-0.81374	1.05970	2.60861	0.34686	1.37045	0.63195	0.30115	1.79990	0.65283	1.63291	-1.32245	0.29763	0.72665	0.62143	0.18881	1.68221	0.20168	-0.71779	-0.68817	1.36917	0.30164	-0.49739	-0.04930	-0.86482	0.74946	-1.28333	-0.34741	-2.33497	0.00733	-0.71438	-1.82855	0.10816	-0.62970	-0.47680	1.62554	-0.13263	-0.93747	0.17697	-1.21179	0.93857	-1.11487	0.10035	-1.34752	-0.75487	0.21179	0.66936	-0.15859	-0.29364	-1.13972	0.54235	-2.00766	-1.84018	0.00000	-0.63396	-0.26043	-0.59794	-0.84681	-1.42288	-0.34284	0.47322	-0.78182	0.00000	-7.65375
